"","norms","count","words","length"
"14514","aehimsst",2,"thamesis",8
"14515","aehimst",2,"atheism",7
"14516","aehimst",2,"hamites",7
"14517","aehimsttt",2,"hattemist",9
"14518","aehimsttt",2,"thematist",9
"14519","aehinnrtu",2,"hunterian",9
"14520","aehinnrtu",2,"ruthenian",9
"14521","aehinntx",2,"xanthein",8
"14522","aehinntx",2,"xanthine",8
"14523","aehinoopprst",2,"nephroptosia",12
"14524","aehinoopprst",2,"prosiphonate",12
"14525","aehinooprrtt",2,"ornithoptera",12
"14526","aehinooprrtt",2,"prototherian",12
"14527","aehinoprst",2,"opisthenar",10
"14528","aehinoprst",2,"spheration",10
"14529","aehinorrsst",2,"enarthrosis",11
"14530","aehinorrsst",2,"nearthrosis",11
"14534","aehinorst",2,"hairstone",9
"14535","aehinorst",2,"hortensia",9
"14536","aehinpr",2,"heparin",7
"14537","aehinpr",2,"nephria",7
"14538","aehinprt",2,"perianth",8
"14539","aehinprt",2,"triphane",8
"14540","aehinps",2,"inphase",7
"14541","aehinps",2,"phineas",7
"14542","aehinr",2,"hairen",6
"14543","aehinr",2,"hernia",6
"14544","aehinrrsv",2,"revarnish",9
"14545","aehinrrsv",2,"varnisher",9
"14546","aehinrru",2,"rhineura",8
"14547","aehinrru",2,"unhairer",8
"14558","aehinrtu",2,"haurient",8
"14559","aehinrtu",2,"huterian",8
"14560","aehinst",2,"sethian",7
"14561","aehinst",2,"sthenia",7
"14562","aehinsv",2,"evanish",7
"14563","aehinsv",2,"inshave",7
"14564","aehioprrty",2,"erythropia",10
"14565","aehioprrty",2,"pyrotheria",10
"14566","aehipprs",2,"papisher",8
"14567","aehipprs",2,"sapphire",8
"14568","aehippst",2,"happiest",8
"14569","aehippst",2,"peatship",8
"14570","aehirst",2,"atheris",7
"14571","aehirst",2,"sheriat",7
"14572","aehirsty",2,"hysteria",8
"14573","aehirsty",2,"sheriyat",8
"14574","aehirtt",2,"hartite",7
"14575","aehirtt",2,"rathite",7
"14576","aehirtv",2,"athrive",7
"14577","aehirtv",2,"hervati",7
"14581","aehknrt",2,"rethank",7
"14582","aehknrt",2,"thanker",7
"14583","aehkostu",2,"outshake",8
"14584","aehkostu",2,"shakeout",8
"14585","aehkrs",2,"kasher",6
"14586","aehkrs",2,"shaker",6
"14590","aehllorw",2,"hallower",8
"14591","aehllorw",2,"rehallow",8
"14592","aehlm",2,"hamel",5
"14593","aehlm",2,"hemal",5
"14594","aehlmno",2,"holeman",7
"14595","aehlmno",2,"manhole",7
"14596","aehlmnost",2,"malhonest",9
"14597","aehlmnost",2,"mashelton",9
"14598","aehlmt",2,"hamlet",6
"14599","aehlmt",2,"malthe",6
"14600","aehlnops",2,"alphonse",8
"14601","aehlnops",2,"phenosal",8
"14602","aehlnoty",2,"entohyal",8
"14603","aehlnoty",2,"ethanoyl",8
"14604","aehlnrtu",2,"lutheran",8
"14605","aehlnrtu",2,"unhalter",8
"14606","aehlnrtuy",2,"unearthly",9
"14607","aehlnrtuy",2,"urethylan",9
"14611","aehlnsu",2,"hulsean",7
"14612","aehlnsu",2,"unleash",7
"14617","aehlo",2,"eloah",5
"14618","aehlo",2,"haole",5
"14619","aehloprt",2,"plethora",8
"14620","aehloprt",2,"traphole",8
"14621","aehlort",2,"loather",7
"14622","aehlort",2,"rathole",7
"14623","aehlp",2,"aleph",5
"14624","aehlp",2,"pheal",5
"14625","aehlprs",2,"plasher",7
"14626","aehlprs",2,"spheral",7
"14627","aehlprss",2,"harpless",8
"14628","aehlprss",2,"splasher",8
"14629","aehlprsuu",2,"elaphurus",9
"14630","aehlprsuu",2,"sulphurea",9
"14631","aehlptt",2,"pathlet",7
"14632","aehlptt",2,"telpath",7
"14633","aehlrss",2,"reslash",7
"14634","aehlrss",2,"slasher",7
"14635","aehlrst",2,"hastler",7
"14636","aehlrst",2,"slather",7
"14645","aehlru",2,"hauler",6
"14646","aehlru",2,"rehaul",6
"14647","aehlrv",2,"halver",6
"14648","aehlrv",2,"lavehr",6
"14655","aehlss",2,"hassel",6
"14656","aehlss",2,"hassle",6
"14663","aehlv",2,"halve",5
"14664","aehlv",2,"havel",5
"14665","aehlw",2,"whale",5
"14666","aehlw",2,"wheal",5
"14667","aehlz",2,"hazel",5
"14668","aehlz",2,"hazle",5
"14672","aehmnnoopptuy",2,"pneumatophony",13
"14673","aehmnnoopptuy",2,"pneumonopathy",13
"14674","aehmnnooptty",2,"nematophyton",12
"14675","aehmnnooptty",2,"tenontophyma",12
"14676","aehmnooopprtuxy",2,"pneumopyothorax",15
"14677","aehmnooopprtuxy",2,"pyopneumothorax",15
"14678","aehmnooprst",2,"nephrostoma",11
"14679","aehmnooprst",2,"strophomena",11
"14680","aehmnooprt",2,"homopteran",10
"14681","aehmnooprt",2,"trophonema",10
"14685","aehmnos",2,"hoseman",7
"14686","aehmnos",2,"shoeman",7
"14687","aehmnpru",2,"prehuman",8
"14688","aehmnpru",2,"unhamper",8
"14692","aehmnu",2,"humane",6
"14693","aehmnu",2,"humean",6
"14694","aehmoopstty",2,"hepatostomy",11
"14695","aehmoopstty",2,"somatophyte",11
"14696","aehmopr",2,"amphore",7
"14697","aehmopr",2,"morphea",7
"14698","aehmoprt",2,"metaphor",8
"14699","aehmoprt",2,"trophema",8
"14700","aehmorsuw",2,"housewarm",9
"14701","aehmorsuw",2,"warmhouse",9
"14705","aehmrr",2,"harmer",6
"14706","aehmrr",2,"reharm",6
"14707","aehmrs",2,"masher",6
"14708","aehmrs",2,"shamer",6
"14709","aehms",2,"sahme",5
"14710","aehms",2,"shame",5
"14711","aehmw",2,"whame",5
"14712","aehmw",2,"wheam",5
"14713","aehnoorst",2,"anorthose",9
"14714","aehnoorst",2,"hoarstone",9
"14715","aehnopt",2,"phaeton",7
"14716","aehnopt",2,"phonate",7
"14717","aehnopty",2,"anophyte",8
"14718","aehnopty",2,"typhoean",8
"14725","aehnrttu",2,"earthnut",8
"14726","aehnrttu",2,"heartnut",8
"14732","aehns",2,"ashen",5
"14733","aehns",2,"hanse",5
"14738","aehnsw",2,"washen",6
"14739","aehnsw",2,"whenas",6
"14745","aehntu",2,"uneath",6
"14746","aehntu",2,"unhate",6
"14747","aehopsstt",2,"posthaste",9
"14748","aehopsstt",2,"tosephtas",9
"14749","aehopstu",2,"outshape",8
"14750","aehopstu",2,"taphouse",8
"14751","aehopttuy",2,"authotype",9
"14752","aehopttuy",2,"autophyte",9
"14753","aehorrrw",2,"harrower",8
"14754","aehorrrw",2,"reharrow",8
"14755","aehorrttvw",2,"overthwart",10
"14756","aehorrttvw",2,"thwartover",10
"14761","aehorst",2,"asthore",7
"14762","aehorst",2,"earshot",7
"14763","aehp",2,"epha",4
"14764","aehp",2,"heap",4
"14765","aehpprs",2,"perhaps",7
"14766","aehpprs",2,"prehaps",7
"14770","aehprrs",2,"phraser",7
"14771","aehprrs",2,"sharper",7
"14776","aehprt",2,"thraep",6
"14777","aehprt",2,"threap",6
"14782","aehpst",2,"spathe",6
"14783","aehpst",2,"thapes",6
"14787","aehrrs",2,"rasher",6
"14788","aehrrs",2,"sharer",6
"14792","aehrsst",2,"hatress",7
"14793","aehrsst",2,"shaster",7
"14797","aehrstt",2,"rathest",7
"14798","aehrstt",2,"shatter",7
"14802","aehrsvy",2,"shavery",7
"14803","aehrsvy",2,"shravey",7
"14812","aehrtt",2,"hatter",6
"14813","aehrtt",2,"threat",6
"14814","aehrtty",2,"hattery",7
"14815","aehrtty",2,"theatry",7
"14822","aehrw",2,"hawer",5
"14823","aehrw",2,"whare",5
"14824","aehs",2,"seah",4
"14825","aehs",2,"shea",4
"14829","aehstw",2,"swathe",6
"14830","aehstw",2,"sweath",6
"14831","aehsv",2,"shave",5
"14832","aehsv",2,"sheva",5
"14841","aehtt",2,"theat",5
"14842","aehtt",2,"theta",5
"14843","aehtw",2,"awhet",5
"14844","aehtw",2,"wheat",5
"14848","aeiiinnoprrstt",2,"interspiration",14
"14849","aeiiinnoprrstt",2,"repristination",14
"14850","aeiiinoprstttx",2,"extirpationist",14
"14851","aeiiinoprstttx",2,"sextipartition",14
"14852","aeiikllns",2,"silkaline",9
"14853","aeiikllns",2,"snaillike",9
"14857","aeiiklr",2,"airlike",7
"14858","aeiiklr",2,"kiliare",7
"14859","aeiillmnn",2,"melanilin",9
"14860","aeiillmnn",2,"millennia",9
"14861","aeiillmr",2,"milliare",8
"14862","aeiillmr",2,"ramillie",8
"14863","aeiilltv",2,"illative",8
"14864","aeiilltv",2,"veiltail",8
"14865","aeiilm",2,"emilia",6
"14866","aeiilm",2,"mailie",6
"14870","aeiilmns",2,"alienism",8
"14871","aeiilmns",2,"milesian",8
"14872","aeiilmnt",2,"meliatin",8
"14873","aeiilmnt",2,"timaline",8
"14874","aeiilmrrty",2,"myrialiter",10
"14875","aeiilmrrty",2,"myrialitre",10
"14876","aeiilmtt",2,"limitate",8
"14877","aeiilmtt",2,"militate",8
"14878","aeiilnnop",2,"opalinine",9
"14879","aeiilnnop",2,"pleionian",9
"14880","aeiilnnors",2,"enaliornis",10
"14881","aeiilnnors",2,"rosaniline",10
"14882","aeiilnnrtty",2,"internality",11
"14883","aeiilnnrtty",2,"itinerantly",11
"14884","aeiilnopt",2,"epilation",9
"14885","aeiilnopt",2,"polianite",9
"14886","aeiilnorstt",2,"orientalist",11
"14887","aeiilnorstt",2,"relationist",11
"14891","aeiilnrst",2,"listerian",9
"14892","aeiilnrst",2,"trisilane",9
"14893","aeiilnrt",2,"inertial",8
"14894","aeiilnrt",2,"linarite",8
"14895","aeiilnrty",2,"inreality",9
"14896","aeiilnrty",2,"linearity",9
"14897","aeiilnrtz",2,"latinizer",9
"14898","aeiilnrtz",2,"trinalize",9
"14899","aeiilnss",2,"sensilia",8
"14900","aeiilnss",2,"silesian",8
"14901","aeiilostv",2,"isolative",9
"14902","aeiilostv",2,"soliative",9
"14903","aeiilprt",2,"liparite",8
"14904","aeiilprt",2,"reptilia",8
"14905","aeiilrs",2,"alisier",7
"14906","aeiilrs",2,"israeli",7
"14907","aeiilrsst",2,"eristalis",9
"14908","aeiilrsst",2,"serialist",9
"14909","aeiilrtuz",2,"ritualize",9
"14910","aeiilrtuz",2,"uralitize",9
"14917","aeiimnnoprrssst",2,"pretransmission",15
"14918","aeiimnnoprrssst",2,"transimpression",15
"14919","aeiimnprs",2,"mainprise",9
"14920","aeiimnprs",2,"presimian",9
"14921","aeiimnr",2,"imerina",7
"14922","aeiimnr",2,"inermia",7
"14923","aeiimnrtt",2,"intimater",9
"14924","aeiimnrtt",2,"traintime",9
"14928","aeiinnoprstu",2,"resupination",12
"14929","aeiinnoprstu",2,"uranospinite",12
"14930","aeiinnorstt",2,"reinstation",11
"14931","aeiinnorstt",2,"santorinite",11
"14932","aeiinnorsttt",2,"interstation",12
"14933","aeiinnorsttt",2,"strontianite",12
"14934","aeiinnpsst",2,"antisepsin",10
"14935","aeiinnpsst",2,"paintiness",10
"14936","aeiinnrt",2,"neritina",8
"14937","aeiinnrt",2,"retinian",8
"14938","aeiinnrtt",2,"itinerant",9
"14939","aeiinnrtt",2,"nitratine",9
"14940","aeiinntv",2,"innative",8
"14941","aeiinntv",2,"invinate",8
"14942","aeiinoprrst",2,"respiration",11
"14943","aeiinoprrst",2,"retinispora",11
"14944","aeiinoprrtt",2,"partitioner",11
"14945","aeiinoprrtt",2,"repartition",11
"14946","aeiinoprst",2,"opiniaster",10
"14947","aeiinoprst",2,"opiniastre",10
"14948","aeiinoprtty",2,"opiniatrety",11
"14949","aeiinoprtty",2,"petitionary",11
"14950","aeiinottv",2,"evitation",9
"14951","aeiinottv",2,"novitiate",9
"14952","aeiinprv",2,"viperian",8
"14953","aeiinprv",2,"viperina",8
"14954","aeiinpssst",2,"antisepsis",10
"14955","aeiinpssst",2,"inspissate",10
"14956","aeiinpst",2,"pianiste",8
"14957","aeiinpst",2,"pisanite",8
"14958","aeiinrsttv",2,"revisitant",10
"14959","aeiinrsttv",2,"transitive",10
"14960","aeiinrtz",2,"nazirite",8
"14961","aeiinrtz",2,"triazine",8
"14962","aeiinstt",2,"satinite",8
"14963","aeiinstt",2,"sittinae",8
"14964","aeiinstz",2,"sanitize",8
"14965","aeiinstz",2,"satinize",8
"14966","aeijklnsu",2,"januslike",9
"14967","aeijklnsu",2,"seljukian",9
"14968","aeijlr",2,"jailer",6
"14969","aeijlr",2,"rejail",6
"14970","aeikl",2,"alike",5
"14971","aeikl",2,"lakie",5
"14972","aeiklmst",2,"kemalist",8
"14973","aeiklmst",2,"mastlike",8
"14974","aeiklmy",2,"maylike",7
"14975","aeiklmy",2,"yamilke",7
"14980","aeiklnrtt",2,"intertalk",9
"14981","aeiklnrtt",2,"latterkin",9
"14982","aeiklot",2,"keitloa",7
"14983","aeiklot",2,"oatlike",7
"14984","aeiklrsty",2,"satyrlike",9
"14985","aeiklrsty",2,"streakily",9
"14992","aeiknrs",2,"kerasin",7
"14993","aeiknrs",2,"sarkine",7
"14997","aeikns",2,"kinase",6
"14998","aeikns",2,"sekani",6
"14999","aeiknt",2,"intake",6
"15000","aeiknt",2,"kentia",6
"15001","aeikntu",2,"kutenai",7
"15002","aeikntu",2,"unakite",7
"15003","aeikorsst",2,"asterikos",9
"15004","aeikorsst",2,"keratosis",9
"15005","aeikrt",2,"arkite",6
"15006","aeikrt",2,"karite",6
"15007","aeikt",2,"katie",5
"15008","aeikt",2,"keita",5
"15015","aeillmmst",2,"metallism",9
"15016","aeillmmst",2,"smalltime",9
"15017","aeillmn",2,"mallein",7
"15018","aeillmn",2,"manille",7
"15019","aeillmt",2,"mitella",7
"15020","aeillmt",2,"tellima",7
"15021","aeilln",2,"lienal",6
"15022","aeilln",2,"lineal",6
"15023","aeillnnpru",2,"plenilunar",10
"15024","aeillnnpru",2,"plurennial",10
"15025","aeillnopt",2,"pellation",9
"15026","aeillnopt",2,"pollinate",9
"15027","aeillnos",2,"lesional",8
"15028","aeillnos",2,"solenial",8
"15029","aeillnr",2,"ralline",7
"15030","aeillnr",2,"renilla",7
"15031","aeillnrst",2,"installer",9
"15032","aeillnrst",2,"reinstall",9
"15033","aeillnrtu",2,"tellurian",9
"15034","aeillnrtu",2,"unliteral",9
"15035","aeillnrty",2,"interally",9
"15036","aeillnrty",2,"reliantly",9
"15037","aeillnss",2,"nailless",8
"15038","aeillnss",2,"sensilla",8
"15039","aeillnt",2,"nitella",7
"15040","aeillnt",2,"tellina",7
"15041","aeilloppt",2,"papillote",9
"15042","aeilloppt",2,"popliteal",9
"15043","aeillpstu",2,"palluites",9
"15044","aeillpstu",2,"pulsatile",9
"15045","aeillrss",2,"lairless",8
"15046","aeillrss",2,"railless",8
"15047","aeillrt",2,"literal",7
"15048","aeillrt",2,"tallier",7
"15049","aeills",2,"allies",6
"15050","aeills",2,"aselli",6
"15051","aeillt",2,"taille",6
"15052","aeillt",2,"telial",6
"15053","aeilmmn",2,"ammelin",7
"15054","aeilmmn",2,"limeman",7
"15055","aeilmmns",2,"melanism",8
"15056","aeilmmns",2,"slimeman",8
"15064","aeilmnns",2,"annelism",8
"15065","aeilmnns",2,"linesman",8
"15066","aeilmnoprt",2,"intemporal",10
"15067","aeilmnoprt",2,"trampoline",10
"15068","aeilmnopt",2,"emptional",9
"15069","aeilmnopt",2,"palmitone",9
"15070","aeilmnort",2,"meliorant",9
"15071","aeilmnort",2,"mentorial",9
"15075","aeilmnoss",2,"loaminess",9
"15076","aeilmnoss",2,"melanosis",9
"15077","aeilmnosst",2,"assoilment",10
"15078","aeilmnosst",2,"salmonsite",10
"15079","aeilmnot",2,"lomatine",8
"15080","aeilmnot",2,"tolamine",8
"15081","aeilmnotu",2,"emulation",9
"15082","aeilmnotu",2,"laumonite",9
"15083","aeilmnp",2,"impanel",7
"15084","aeilmnp",2,"maniple",7
"15085","aeilmnprt",2,"implanter",9
"15086","aeilmnprt",2,"reimplant",9
"15090","aeilmnrstu",2,"neutralism",10
"15091","aeilmnrstu",2,"trimensual",10
"15092","aeilmnrsu",2,"semilunar",9
"15093","aeilmnrsu",2,"unrealism",9
"15094","aeilmnrt",2,"terminal",8
"15095","aeilmnrt",2,"tramline",8
"15096","aeilmnrttuu",2,"intermutual",11
"15097","aeilmnrttuu",2,"ultraminute",11
"15101","aeilmnrv",2,"minerval",8
"15102","aeilmnrv",2,"verminal",8
"15110","aeilmnt",2,"ailment",7
"15111","aeilmnt",2,"aliment",7
"15112","aeilmopr",2,"emporial",8
"15113","aeilmopr",2,"proemial",8
"15117","aeilmoprs",2,"perisomal",9
"15118","aeilmoprs",2,"semipolar",9
"15119","aeilmoprst",2,"peristomal",10
"15120","aeilmoprst",2,"prestomial",10
"15121","aeilmops",2,"malpoise",8
"15122","aeilmops",2,"semiopal",8
"15123","aeilmostz",2,"solmizate",9
"15124","aeilmostz",2,"zealotism",9
"15125","aeilmpps",2,"epiplasm",8
"15126","aeilmpps",2,"palmipes",8
"15131","aeilmprsst",2,"psalmister",10
"15132","aeilmprsst",2,"spermalist",10
"15133","aeilmprst",2,"palmister",9
"15134","aeilmprst",2,"prelatism",9
"15135","aeilmps",2,"ampelis",7
"15136","aeilmps",2,"lepisma",7
"15137","aeilmpst",2,"petalism",8
"15138","aeilmpst",2,"septimal",8
"15139","aeilmpt",2,"implate",7
"15140","aeilmpt",2,"palmite",7
"15141","aeilmr",2,"mailer",6
"15142","aeilmr",2,"remail",6
"15143","aeilmrs",2,"mislear",7
"15144","aeilmrs",2,"realism",7
"15145","aeilmrsty",2,"mysterial",9
"15146","aeilmrsty",2,"salimetry",9
"15147","aeilmrt",2,"lamiter",7
"15148","aeilmrt",2,"marlite",7
"15149","aeilmrtt",2,"remittal",8
"15150","aeilmrtt",2,"termital",8
"15151","aeilmru",2,"lemuria",7
"15152","aeilmru",2,"miauler",7
"15161","aeilmstt",2,"metalist",8
"15162","aeilmstt",2,"smaltite",8
"15163","aeilmttu",2,"mutilate",8
"15164","aeilmttu",2,"ultimate",8
"15172","aeilnnnoort",2,"nonoriental",11
"15173","aeilnnnoort",2,"nonrelation",11
"15174","aeilnnoprsu",2,"spinoneural",11
"15175","aeilnnoprsu",2,"unipersonal",11
"15176","aeilnnost",2,"alstonine",9
"15177","aeilnnost",2,"tensional",9
"15178","aeilnnosv",2,"slovenian",9
"15179","aeilnnosv",2,"venosinal",9
"15183","aeilnoprrst",2,"intersporal",11
"15184","aeilnoprrst",2,"tripersonal",11
"15185","aeilnoprrt",2,"interpolar",10
"15186","aeilnoprrt",2,"reniportal",10
"15187","aeilnoprst",2,"interposal",10
"15188","aeilnoprst",2,"psalterion",10
"15189","aeilnoprt",2,"prelation",9
"15190","aeilnoprt",2,"rantipole",9
"15191","aeilnoprv",2,"overplain",9
"15192","aeilnoprv",2,"parvoline",9
"15193","aeilnopt",2,"antilope",8
"15194","aeilnopt",2,"antipole",8
"15195","aeilnoptt",2,"peltation",9
"15196","aeilnoptt",2,"potential",9
"15197","aeilnor",2,"aileron",7
"15198","aeilnor",2,"alienor",7
"15205","aeilnortt",2,"natrolite",9
"15206","aeilnortt",2,"tentorial",9
"15207","aeilnortu",2,"outlinear",9
"15208","aeilnortu",2,"uranolite",9
"15212","aeilnotv",2,"olivetan",8
"15213","aeilnotv",2,"velation",8
"15221","aeilnprstu",2,"lupinaster",10
"15222","aeilnprstu",2,"palustrine",10
"15226","aeilnprty",2,"interplay",9
"15227","aeilnprty",2,"painterly",9
"15231","aeilnpss",2,"painless",8
"15232","aeilnpss",2,"spinales",8
"15240","aeilnptty",2,"patiently",9
"15241","aeilnptty",2,"platynite",9
"15247","aeilnrrtu",2,"retinular",9
"15248","aeilnrrtu",2,"trineural",9
"15249","aeilnrsst",2,"sternalis",9
"15250","aeilnrsst",2,"trainless",9
"15261","aeilnrtt",2,"tetralin",8
"15262","aeilnrtt",2,"triental",8
"15267","aeilnrty",2,"interlay",8
"15268","aeilnrty",2,"lyterian",8
"15273","aeilnry",2,"inlayer",7
"15274","aeilnry",2,"nailery",7
"15288","aeilnt",2,"entail",6
"15289","aeilnt",2,"tineal",6
"15290","aeilntvy",2,"natively",8
"15291","aeilntvy",2,"venality",8
"15298","aeilnx",2,"alexin",6
"15299","aeilnx",2,"xenial",6
"15300","aeilop",2,"apiole",6
"15301","aeilop",2,"leipoa",6
"15302","aeilopprrt",2,"periportal",10
"15303","aeilopprrt",2,"peritropal",10
"15304","aeiloprst",2,"posterial",9
"15305","aeiloprst",2,"saprolite",9
"15306","aeiloprty",2,"epilatory",9
"15307","aeiloprty",2,"petiolary",9
"15311","aeilorrsstt",2,"latirostres",11
"15312","aeilorrsstt",2,"setirostral",11
"15313","aeilors",2,"rosalie",7
"15314","aeilors",2,"seriola",7
"15315","aeilorst",2,"soterial",8
"15316","aeilorst",2,"striolae",8
"15317","aeilos",2,"aeolis",6
"15318","aeilos",2,"laiose",6
"15319","aeilost",2,"aeolist",7
"15320","aeilost",2,"isolate",7
"15321","aeilottv",2,"volitate",8
"15322","aeilottv",2,"voltaite",8
"15323","aeilotx",2,"aloxite",7
"15324","aeilotx",2,"oxalite",7
"15325","aeilppr",2,"applier",7
"15326","aeilppr",2,"aripple",7
"15340","aeilpt",2,"aplite",6
"15341","aeilpt",2,"pilate",6
"15342","aeilpu",2,"alpieu",6
"15343","aeilpu",2,"paulie",6
"15347","aeilqtu",2,"liquate",7
"15348","aeilqtu",2,"tequila",7
"15349","aeilrr",2,"railer",6
"15350","aeilrr",2,"rerail",6
"15354","aeilrrty",2,"literary",8
"15355","aeilrrty",2,"trailery",8
"15362","aeilrssu",2,"russelia",8
"15363","aeilrssu",2,"siruelas",8
"15369","aeilrstt",2,"starlite",8
"15370","aeilrstt",2,"taistrel",8
"15371","aeilrstu",2,"auletris",8
"15372","aeilrstu",2,"lisuarte",8
"15373","aeilrsv",2,"revisal",7
"15374","aeilrsv",2,"virales",7
"15379","aeilrtu",2,"laurite",7
"15380","aeilrtu",2,"uralite",7
"15381","aeilrty",2,"irately",7
"15382","aeilrty",2,"reality",7
"15383","aeilrv",2,"averil",6
"15384","aeilrv",2,"elvira",6
"15385","aeilrw",2,"lawrie",6
"15386","aeilrw",2,"wailer",6
"15387","aeils",2,"aisle",5
"15388","aeils",2,"elias",5
"15389","aeilss",2,"elissa",6
"15390","aeilss",2,"lassie",6
"15395","aeilstwy",2,"sweatily",8
"15396","aeilstwy",2,"tileways",8
"15397","aeilsy",2,"easily",6
"15398","aeilsy",2,"elysia",6
"15399","aeilt",2,"alite",5
"15400","aeilt",2,"laeti",5
"15405","aeilx",2,"axile",5
"15406","aeilx",2,"lexia",5
"15407","aeilz",2,"aizle",5
"15408","aeilz",2,"eliza",5
"15409","aeimmn",2,"ammine",6
"15410","aeimmn",2,"immane",6
"15411","aeimmnoot",2,"amniotome",9
"15412","aeimmnoot",2,"momotinae",9
"15423","aeimnnortu",2,"nominature",10
"15424","aeimnnortu",2,"numeration",10
"15425","aeimnnot",2,"antinome",8
"15426","aeimnnot",2,"nominate",8
"15427","aeimnnott",2,"mentation",9
"15428","aeimnnott",2,"montanite",9
"15429","aeimnnt",2,"mannite",7
"15430","aeimnnt",2,"tineman",7
"15434","aeimnoprttu",2,"importunate",11
"15435","aeimnoprttu",2,"permutation",11
"15436","aeimnor",2,"moraine",7
"15437","aeimnor",2,"romaine",7
"15438","aeimnorrs",2,"morrisean",9
"15439","aeimnorrs",2,"rosmarine",9
"15448","aeimnosstu",2,"soumansite",10
"15449","aeimnosstu",2,"stamineous",10
"15450","aeimnost",2,"masonite",8
"15451","aeimnost",2,"misatone",8
"15452","aeimnosww",2,"wisewoman",9
"15453","aeimnosww",2,"womanwise",9
"15454","aeimnot",2,"amniote",7
"15455","aeimnot",2,"anomite",7
"15456","aeimnou",2,"eunomia",7
"15457","aeimnou",2,"moineau",7
"15458","aeimnp",2,"impane",6
"15459","aeimnp",2,"pieman",6
"15460","aeimnprst",2,"spearmint",9
"15461","aeimnprst",2,"spermatin",9
"15467","aeimnpss",2,"menaspis",8
"15468","aeimnpss",2,"semispan",8
"15469","aeimnqru",2,"queriman",8
"15470","aeimnqru",2,"ramequin",8
"15474","aeimnrs",2,"remains",7
"15475","aeimnrs",2,"seminar",7
"15476","aeimnrstu",2,"antiserum",9
"15477","aeimnrstu",2,"misaunter",9
"15487","aeimnrv",2,"minerva",7
"15488","aeimnrv",2,"vermian",7
"15492","aeimnss",2,"samisen",7
"15493","aeimnss",2,"samsien",7
"15494","aeimnssss",2,"amissness",9
"15495","aeimnssss",2,"massiness",9
"15500","aeimnsw",2,"manwise",7
"15501","aeimnsw",2,"wiseman",7
"15502","aeimnsz",2,"sizeman",7
"15503","aeimnsz",2,"zamenis",7
"15508","aeimooprstt",2,"metroptosia",11
"15509","aeimooprstt",2,"prostomiate",11
"15510","aeimopr",2,"emporia",7
"15511","aeimopr",2,"meropia",7
"15512","aeimoprst",2,"epistroma",9
"15513","aeimoprst",2,"peristoma",9
"15514","aeimopst",2,"epistoma",8
